40,41.78,,,,,
40,43.65,,,,,
35,36.91,,,,,
38,-1,,,,,
14,17.05,,,,,
14,16.49,,,,,
30,34.29,,,,,
29,32.22,,,,,
40,48.34,,畸变严重,,,
42,35.97,,,,,
20,23.04,,,,,
20,22.67,,,,,
18,21.55,,,,,
18,22.11,,,,,
30,32.97,,,,,
28,0,,,,,
35,39.16,,,,,
36,36.35,,未预测到右手,,,
37,33.16,,未预测到右手,,,
39,35.41,,未预测到右手,,,
34,37.85,,,,,
40,41.97,,,,,
26,30.16,,,,,
24,25.29,,,,,
31,-1,,,,,
31,27.92,,,,,
20,25.48,,预测手指过长,,,
25,25.85,,,,,
28,30.35,,,,,
30,33.16,,,,,
28,32.6,,,,,
30,36.91,,手指过长,,,
38,40.09,,,,,
39,38.97,,,,,
30,35.97,,预测手指变形,,,
30,24.73,,,,,
24,28.85,,,,,
23,27.54,,,,,
21,22.19,,,,,
22,22,,,,,
29,31.34,,,,,
30,35.62,,,,,
19,17.13,,,,,
20,20.63,,,,,
26,28.03,,,,,
30,22.58,,,,,
12,11.09,,,,,
13,12.26,,,,,
37,37.57,,,,,
40,36.01,,,,,
34,34.84,,,,,
35,34.06,,,,,
33,30.75,,,,,
34,-1,,,,,
26,-1,,,,,
26,-1,,,,,
30,25.5,,,,,
31,37.76,,,,,
39,-1,,,,,
37,32.7,,,,,
18,18.3,,,,,
19,-1,,,,,
21,23.36,,,,,
23,25.89,,,,,
30,30.56,,,,,
29,29.98,,,,,
39,44.96,,,,,
33,33.48,,,,,
40,43.99,,,,,
40,31.53,,未预测到右手，左手畸变,,,
35,-1,,,,,
35,-1,,,,,
39,38.93,,,,,
40,42.04,,,,,
38,39.12,,,,,
35,-1,,,,,
31,31.53,,,,,
32,32.31,,,,,
24,24.53,,,,,
23,16.55,,,,,
23,19.08,,,,,
21,-1,,,,,
24,22.58,,,,,
22,22.97,,,,,
29,-1,,,,,
30,30.17,,,,,
26,17.52,,只有左手，畸变,,,
25,-1,,,,,
29,25.5,,,,,
30,28.61,,,,,
11,9.15,,,,,
12,-1,,,,,
24,-1,,,,,
26,24.91,,,,,
24,23.55,,,,,
28,25.3,,,,,
34,33.09,,,,,
36,37.18,,,,,
15,11.87,,,,,
11,10.32,,,,,
23,23.55,,,,,
24,23.55,,,,,
28,29,,,,,
29,30.56,,,,,
16,16.55,,,,,
16,-1,,,,,
23,24.53,,,,,
24,-1,,,,,
9,6.03,,,,,
9,7.4,,,,,
29,32.31,,,,,
28,29.59,,,,,
30,27.06,,,,,
31,20.05,,检测到了脚为手,,,
30,33.09,,,,,
30,33.48,,,,,
35,11.09,,检测脚为手,,,
36,-1,,,,,
27,-1,,,,,
25,-1,,,,,
35,-1,,,,,
34,34.65,,,,,
27,-1,,,,,
25,22.38,,,,,
27,25.69,,,,,
29,29,,,,,
39,38.35,,,,,
38,38.54,,,,,
38,38.35,,,,,
34,34.84,,,,,
25,27.25,,,,,
26,28.42,,,,,
19,-1,,,,,
18,17.22,,,,,
23,24.04,,,,,
22,23.14,,,,,
20,-1,,,,,
16,-1,,,,,
32,30.67,,,,,
32,-1,,,,,
44,46.82,,,,,
45,37.49,,两个手检测到了一起,,,
